"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2018 February","California","Riverside County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","5"
"2018 February","California","Riverside County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Riverside County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","64"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","10"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","21"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","6"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","4"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","40"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 February","California","Riverside County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","87"
"2018 February","California","Riverside County, CA","[Total]","[Total]","Credit Card","U.S. Currency","155"
"2018 February","California","Sacramento County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","2"
"2018 February","California","Sacramento County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","2"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","4"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicious Exchange of Currencies","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","3"
"2018 February","California","Sacramento County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2018 February","California","Sacramento County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2018 February","California","Sacramento County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","24"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","3"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","12"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","21"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","5"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","4"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","41"
"2018 February","California","Sacramento County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","90"
"2018 February","California","Sacramento County, CA","[Total]","[Total]","Credit Card","U.S. Currency","114"
"2018 February","California","San Benito County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2018 February","California","San Benito County, CA","Money Services Business (MSB)","Single Individual with Multiple Identities","Credit Card","U.S. Currency","1"
"2018 February","California","San Benito County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2018 February","California","San Benito County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2018 February","California","San Benito County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","San Benito County, CA","[Total]","[Total]","Credit Card","U.S. Currency","6"
"2018 February","California","San Bernardino County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","2"
"2018 February","California","San Bernardino County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2018 February","California","San Bernardino County, CA","Depository Institution","Check","Credit Card","U.S. Currency","2"
"2018 February","California","San Bernardino County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","8"
"2018 February","California","San Bernardino County, CA","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","Credit Card","U.S. Currency","2"
"2018 February","California","San Bernardino County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2018 February","California","San Bernardino County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","2"
"2018 February","California","San Bernardino County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2018 February","California","San Bernardino County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 February","California","San Bernardino County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","7"
"2018 February","California","San Bernardino County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2018 February","California","San Bernardino County, CA","Depository Institution","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","1"
"2018 February","California","San Bernardino County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","4"
"2018 February","California","San Bernardino County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
